,address,date,district,municipality,price,area,rooms,floor
290,Allmänna vägen 40D,2014-02-05,Västra Centrum,Göteborg,2220000,66.0,3.0,
291,Vänortsgatan 2B,2014-02-05,Bosgården,Mölndal,1395000,74.0,3.0,
292,Kjellbergsgatan 8,2014-02-05,Nedre Johanneberg,Göteborg,2150000,45.0,1.0,3.0
293,Måns Bryntessonsgatan 7B,2014-02-05,Östra Göteborg,Göteborg,1380000,40.5,1.5,2.0
294,Utsädesgatan 4A,2014-02-05,Bifrost,Mölndal,1325000,77.0,3.0,3.0
295,Vestagatan 3,2014-02-05,Nya Gårda,Göteborg,2650000,84.0,3.0,1.0
296,Bildradiogatan 6,2014-02-05,Frölunda,Göteborg,700000,24.0,1.0,1.0
297,Arvesgärde 4,2014-02-05,Tuve-Säva,Göteborg,750000,37.5,1.0,
298,Verkmästaregatan 1,2014-02-04,Lundby,Göteborg,1795000,62.5,2.0,
299,Storhöjdsgatan 19,2014-02-04,Strömmensberg,Göteborg,2200000,54.0,2.0,2.0
300,Övre Matrosgatan 12B,2014-02-04,Gamla Masthugget,Göteborg,1700000,40.0,1.0,2.0
301,Storkgatan 4B,2014-02-04,Östra Centrum,Göteborg,1430000,36.0,1.0,
302,Sergelsgatan 4F,2014-02-04,Östra Centrum,Göteborg,1390000,37.0,1.0,3.0
303,Heidenstams gata 13,2014-02-04,Hisings Backa,Göteborg,1100000,80.0,3.0,6.0
304,Bildradiogatan 6,2014-02-03,Järnbrott,Göteborg,1200000,53.5,2.0,2.0
305,Hvitfeldtsgatan 9,2014-02-03,Kungshöjd,Göteborg,4600000,120.0,3.5,2.0
306,Lövmånadsgatan 4,2014-02-03,Kortedala,Göteborg,780000,52.5,2.0,
307,Pinnharvsgatan 3C,2014-02-03,Bifrost,Mölndal,1095000,50.0,2.0,
308,Befälsgatan 10,2014-02-03,Kviberg,Göteborg,1650000,75.0,4.0,13.0
309,Härlandavägen 10R,2014-02-03,Bagaregården,Göteborg,3100000,75.0,3.0,3.0
310,Lillekärr Södra 166,2014-02-03,Hisings Kärra,Göteborg,1085000,62.0,2.5,1.0
311,Barytongatan 15,2014-02-03,Kaverös,Göteborg,2550000,119.0,5.0,3.0
312,Plantagegatan 5,2014-02-03,Linnéstaden,Göteborg,4675000,103.0,3.0,6.0
313,Måns Bryntessonsgatan 23A,2014-02-03,Gamlestaden,Göteborg,1220000,51.0,2.0,3.0
314,Rubingatan 21,2014-02-03,Tynnered,Göteborg,1590000,96.5,4.0,
315,Eklanda Äng 14,2014-02-03,Mölndals kommun,Mölndal,3650000,115.0,5.0,
316,Eklanda Vall 105,2014-02-03,Mölndals kommun,Mölndal,3464000,102.0,4.0,
317,Eklanda Vall 85,2014-02-03,Mölndals kommun,Mölndal,3472000,102.0,4.0,
318,Pinnharvsgatan 5E,2014-02-01,Bifrost,Mölndal,1735000,94.0,4.0,1.0
319,Karl Johansgatan 114A,2014-02-01,Kungsladugård,Göteborg,2320000,66.0,2.0,3.0
320,Ålandsgatan 3,2014-02-01,Nedre Johannerg,Göteborg,2300000,51.0,2.0,1.0
321,Eklandagatan 1,2014-01-31,Lorensberg,Göteborg,6875000,163.0,5.5,4.0
322,Bangatan 62,2014-01-31,Masthugget,Göteborg,3250000,94.5,4.0,
323,Ernst Torulfsgatan 15A,2014-01-31,Munkebäck,Göteborg,1100000,37.5,1.0,2.0
324,Haga Kyrkogata 20B,2014-01-31,Centrum,Göteborg,2630000,54.0,1.5,4.0
325,Mintensgatan 5B,2014-01-31,Östra Centrum,Göteborg,2250000,70.0,2.0,
326,Karl Johansgatan 164A,2014-01-31,Västra Centrum,Göteborg,1590000,46.0,2.0,
327,Dalheimersgatan 4A,2014-01-31,Norra Guldheden,Göteborg,2580000,64.0,2.5,3.0
328,Smörgatan 102,2014-01-31,Östra Centrum,Göteborg,1850000,52.0,2.0,
329,Träringen 49,2014-01-31,Östra Centrum,Göteborg,2130000,62.0,3.0,
330,Bohusgatan 4,2014-01-31,Centrum,Göteborg,3950000,115.0,4.0,
331,Liljeforsgatan 26,2014-01-31,Centrum,Göteborg,1125000,67.5,2.0,
332,Cederbourgsgatan 9,2014-01-31,Lorensberg,Göteborg,2510000,67.0,3.0,2.0
333,Scholandersgatan 2,2014-01-31,Hisingen,Göteborg,1425000,46.5,2.0,3.0
334,Tånguddsbacken 17,2014-01-31,Tångudden,Göteborg,5600000,103.0,4.0,
335,Föreningsgatan 8,2014-01-30,Vasastaden,Göteborg,2730000,57.0,2.0,6.0
336,Skogsmilsgatan 25,2014-01-30,Högsbo,Göteborg,1800000,75.0,3.0,
337,Brynolfsgatan 1C,2014-01-30,Johanneberg,Göteborg,1700000,55.0,2.0,3.0
338,Oterdahlsgatan 3C,2014-01-30,Lundby,Göteborg,1221000,47.5,2.0,
339,Aschebergsgatan 25,2014-01-30,Vasastaden,Göteborg,5200000,128.0,3.5,2.0
340,Distansgatan 17,2014-01-30,Flatås,Göteborg,1580000,71.0,3.0,2.0
341,Fjällgatan 3C,2014-01-30,Linnéstaden,Göteborg,1920000,46.0,2.0,3.0
342,Fastlagsgatan 15,2014-01-30,Kortedala,Göteborg,910000,54.5,2.0,
343,Söndagsgatan 45,2014-01-30,Kortedala,Göteborg,750000,54.0,2.0,1.0
344,Befälsgatan 8,2014-01-30,Kviberg,Göteborg,1212000,53.0,2.0,13.0
345,Sandbanksvägen 24,2014-01-30,Hisings Backa,Göteborg,670000,34.0,1.0,
346,Stampgatan 58B,2014-01-30,Alt Centrum,Göteborg,2480000,64.0,2.0,3.0
347,Tredje Långgatan 38,2014-01-30,Linné,Göteborg,2680000,61.0,2.5,2.0
348,Ridspögatan 4B,2014-01-30,Åby,Mölndal,1730000,94.0,4.0,3.0
349,Amiralitetsgatan 27B,2014-01-30,Majorna,Göteborg,1800000,49.0,2.0,1.0
350,Storhöjdsgatan 9,2014-01-30,Strömmensberg,Göteborg,1080000,37.0,1.0,4.0
351,Skäpplandsgatan 15,2014-01-30,Högsbo,Göteborg,1760000,73.0,3.0,6.0
352,Norra Nedanvägsgatan 6A,2014-01-30,Broslätt,Mölndal,1400000,80.0,3.0,3.0
353,Västra Annebergsvägen 3G,2014-01-30,Göteborg,Partille,1320000,83.5,3.0,
354,Storkgatan 4B,2014-01-30,Örgryte,Göteborg,2350000,76.0,3.0,
355,Övralidsgatan 1,2014-01-29,Backa,Göteborg,800000,64.5,2.0,
356,Ångaren Indias gata 8,2014-01-29,Lundby,Göteborg,2710000,91.5,3.0,
357,Föreningsgatan 3A,2014-01-29,Vasastaden,Göteborg,1835000,41.0,1.5,1.0
358,Konstapelsgatan 4A,2014-01-29,Kortedala,Göteborg,895000,44.5,2.0,
359,Bäckegatan 20,2014-01-29,Linnéstaden,Göteborg,1615000,36.5,2.0,
360,Lasarettsgatan 6,2014-01-29,Kungshöjd,Göteborg,1750000,36.0,1.0,6.0
361,Sägengatan 17,2014-01-29,Backa,Göteborg,710000,68.0,2.0,1.0
362,Trädgårdsgärdet 22,2014-01-29,Gunnared,Göteborg,710000,80.0,3.0,
363,Stabbegatan 51,2014-01-29,Björkekärr,Göteborg,1770000,53.0,2.0,3.0
364,Gamlestadstorget 15,2014-01-29,Gamlestaden,Göteborg,2200000,122.0,4.0,3.0
365,Lådämnesgatan 5,2014-01-29,Björkekärr,Göteborg,1620000,54.0,2.0,2.0
366,Fanjunkaregatan 2C,2014-01-29,Gamlestaden,Göteborg,870000,39.0,1.0,1.0
367,Storhöjdsgatan 19,2014-01-29,Örgryte,Göteborg,1850000,54.0,2.0,
368,Bågskyttegatan 1D,2014-01-29,Göteborg,Mölndal,1900000,109.0,4.0,
369,Norra Gubberogatan 21A,2014-01-29,Lunden,Göteborg,2025000,67.0,2.0,2.0
370,Skepparegången 20,2014-01-28,Masthugget,Göteborg,2210000,52.5,2.0,4.0
371,Träringen 29,2014-01-28,Björkekärr,Göteborg,1590000,54.0,2.0,3.0
372,Bågskyttegatan 4N,2014-01-28,Göteborg,Mölndal,1900000,76.5,3.0,
373,Tenorgatan 12,2014-01-28,Kaverös,Göteborg,1080000,38.0,1.0,1.0
374,Såggatan 71A,2014-01-28,Majorna,Göteborg,1550000,37.5,1.0,2.0
375,Arvesgärde 38,2014-01-28,Tuve-Säva,Göteborg,1660000,81.5,3.0,
376,Hvitfeldtsgatan 14,2014-01-28,Kungshöjd,Göteborg,4600000,87.0,3.0,6.0
377,Pinnharvsgatan 1I,2014-01-28,Bifrost,Mölndal,1220000,66.0,2.0,1.0
378,Ulfsparregatan 9C,2014-01-28,Lunden,Göteborg,1450000,37.0,,
379,Eklandagatan 52D,2014-01-28,Johanneberg,Göteborg,1780000,45.0,2.0,2.0
380,Ångaren Ernas gata 10,2014-01-28,Sannegårdshamnen,Göteborg,3850000,103.0,4.0,2.0
381,Nävervägen 2,2014-01-28,Furulund,Partille,1730000,92.0,3.0,
382,Lantmilsgatan 20,2014-01-27,Högsbo,Göteborg,1495000,73.5,3.0,
383,Kapplandsgatan 74,2014-01-27,Högsbo,Göteborg,1955000,66.0,3.0,2.0
384,Barytongatan 5,2014-01-27,Högsbo,Göteborg,1780000,74.0,3.0,1.0
385,Klarinettgatan 3,2014-01-27,Ruddalen,Göteborg,1590000,67.0,3.0,1.0
386,Nävervägen 1B,2014-01-27,Furulund,Partille,1530000,81.0,3.0,1.0
387,Repslagaregatan 3C,2014-01-27,Masthugget,Göteborg,4800000,113.0,5.0,1.0
388,Björndammsterrassen 67,2014-01-27,Björndammsterrassen,Partille,1470000,81.0,3.0,
389,Marklandsgatan 53,2014-01-26,Högsbo,Göteborg,1540000,57.0,2.0,
390,Miraallén 47,2014-01-26,Lundby,Göteborg,2050000,88.0,3.0,
391,Åbyvägen 13,2014-01-25,Broslätt,Göteborg,1800000,75.0,3.0,1.0
392,Klamparegatan 9,2014-01-25,Masthugget,Göteborg,2800000,94.0,3.5,3.0
393,Solarvsplan 22,2014-01-25,Askim,Göteborg,1875000,75.5,3.0,3.0
394,Mors Backe 9,2014-01-25,Majorna,Göteborg,3200000,101.0,3.0,
395,Distansgatan 61,2014-01-25,Flatås,Göteborg,2020000,109.0,4.0,2.0
396,Körkarlens gata 12,2014-01-25,Backa,Göteborg,955000,74.5,3.0,
397,Persgatan 8A,2014-01-25,Lunden,Göteborg,2500000,90.0,3.0,3.0
398,Wingårdsgatan 10A,2014-01-24,Östra Centrum,Göteborg,2000000,64.0,3.0,2.0
399,Ridspögatan 8B,2014-01-24,Åby,Mölndal,1860000,112.0,5.0,2.0
400,Linnégatan 39,2014-01-24,Linné,Göteborg,5575000,115.0,4.0,3.0
401,Kabelgatan 37G,2014-01-24,Majorna,Göteborg,1700000,56.0,2.0,
402,Knarrhögsgatan 4A,2014-01-24,Centrum,Mölndal,1430000,53.5,2.0,3.0
403,Drivhusgatan 9,2014-01-24,Johanneberg,Göteborg,1545000,49.0,2.0,2.0
404,Getekullsvägen 18,2014-01-24,Sävedalen,Partille,2020000,86.5,3.0,2.0
405,Utsädesgatan 2C,2014-01-24,Bifrost,Mölndal,1500000,77.0,3.0,
406,Stobéegatan 20A,2014-01-24,Kålltorp,Göteborg,2410000,77.0,3.0,3.0
407,Kabelgatan 18,2014-01-24,Majorna,Göteborg,1950000,53.5,2.0,7.0
408,Träringen 45,2014-01-24,Björkekärr,Göteborg,1500000,53.5,2.5,2.0
409,Saltholmsgatan 23A,2014-01-24,Långedrag,Göteborg,5000000,122.0,4.5,2.0
410,Övralidsgatan 19,2014-01-23,Hisings Backa,Göteborg,775000,60.0,2.0,
411,Kvillegatan 11,2014-01-23,Porslinsfabriken,Göteborg,2175000,65.0,3.0,7.0
412,Såggatan 56C,2014-01-23,Majorna,Göteborg,1720000,51.0,2.0,1.0
413,Olivedalsgatan 23,2014-01-23,Linnéstaden,Göteborg,5000000,104.0,3.5,2.0
414,Erik Dahlbergsgatan 42,2014-01-23,Vasastaden,Göteborg,2850000,52.0,2.0,5.0
415,Arsenalsgatan 8C,2014-01-23,Kungshöjd,Göteborg,3150000,68.0,2.0,1.0
416,Lillekärr Södra 204,2014-01-23,Hisings Kärra,Göteborg,1215000,90.5,4.0,
417,Guldringen 23,2014-01-23,Tynnered,Göteborg,1545000,64.0,2.0,2.0
418,Antenngatan 37E,2014-01-23,Järnbrott,Göteborg,1230000,51.5,2.0,2.0
419,Stockholmsgatan 40F,2014-01-23,Östra Centrum,Göteborg,1625000,40.5,1.0,3.0
420,Djupedalsgatan 4,2014-11-20,Linnéstaden,Göteborg,4850000,95.0,3.0,3.0
421,Fjällgatan 3I,2014-11-20,Masthugget,Göteborg,2000000,40.0,2.0,3.0
422,Bratteråsgatan 66,2014-11-20,Eriksberg,Göteborg,2090000,47.0,1.5,4.0
423,Växthusgatan 9,2014-11-20,Centrum,Mölndal,1825000,63.5,2.0,2.0
424,Plåtmyntsgatan 15,2014-11-19,Högsbo,Göteborg,1490000,29.0,1.0,3.0
425,Tvillinggatan 1A,2014-11-19,Jungfruplatsen,Mölndal,1580000,56.0,2.0,2.0
426,Kvillegatan 19,2014-11-19,Hisingen,Göteborg,1860000,30.0,1.0,
427,Sanatoriegatan 13B,2014-11-19,Kålltorp,Göteborg,1930000,62.0,2.0,
428,Miraallén 29,2014-11-19,Sannegårdshamnen,Göteborg,2900000,89.0,3.0,1.0
429,Seglaregatan 19,2014-11-19,Majorna,Göteborg,2210000,63.5,2.0,1.0
430,Liedstrandsgatan 10,2014-11-19,Örgryte,Göteborg,3850000,79.0,3.0,5.0
431,Teknologgatan 5,2014-11-19,Nedre Johanneberg,Göteborg,3900000,71.0,2.5,4.0
432,Andra Långgatan 7D,2014-11-19,Linné,Göteborg,3900000,87.0,3.0,4.0
433,Erik Dahlbergsgatan 52,2014-11-19,Vasastaden,Göteborg,5495000,104.0,4.0,2.0
434,Ättekullen 1,2014-11-19,Vidkärr,Göteborg,3300000,106.0,4.0,3.0
435,Sergelsgatan 4C,2014-11-19,Lunden,Göteborg,1640000,37.0,,
436,Lågtrycksgatan 3,2014-11-19,Länsmansgården,Göteborg,955000,69.5,3.0,
437,Hvitfeldtsgatan 1,2014-11-19,Kungshöjd,Göteborg,4830000,113.0,3.5,2.0
438,Räntmästaregatan 25B,2014-11-19,Örgryte,Göteborg,1900000,45.0,2.0,1.0
439,Gyllenkrooksgatan 7,2014-11-19,Johanneberg,Göteborg,2530000,50.0,2.0,5.0
440,Fastlagsgatan 25,2014-11-19,Kortedala,Göteborg,1103000,61.5,3.0,
441,Piltegatan 1B,2014-11-19,Bosgården,Mölndal,1980000,70.5,3.0,3.0
442,Sveagatan 29,2014-11-19,Linnéstaden,Göteborg,2960000,65.0,2.0,
443,Nymilsgatan 23,2014-11-19,Flatås,Göteborg,2100000,76.5,3.0,
444,Marklandsgatan 43,2014-11-19,Högsbo,Göteborg,2410000,93.5,4.0,7.0
445,Eklanda Skog 33,2014-11-19,Eklanda,Mölndal,2510000,79.0,3.0,2.0
446,Lasarettsgatan 6,2014-11-19,Centrum,Göteborg,2700000,65.0,2.0,5.0
447,Lövgatan 2A,2014-11-19,Stensjön,Mölndal,1900000,89.5,4.0,
448,Guldringen 40,2014-11-19,Tynnered,Göteborg,2150000,115.0,4.0,1.0
449,Friggagatan 7B,2014-11-19,Centrum,Göteborg,3850000,97.0,4.0,4.0
450,Donsögatan 3A,2014-11-19,Sandarna,Göteborg,2500000,76.0,3.0,4.0
451,Godemansgatan 11A,2014-11-18,Hisingen,Göteborg,1770000,52.0,2.0,3.0
452,Viloplatsen 6M,2014-11-18,Bagaregården,Göteborg,2100000,53.0,2.0,2.0
453,Gunnaredsterrassen 63,2014-11-18,Angered,Göteborg,855000,76.5,3.0,
454,Stockholmsgatan 40K,2014-11-18,Bagaregården,Göteborg,2175000,57.5,2.0,2.0
455,Carl Larssonsgatan 3C,2014-01-23,Östra Centrum,Göteborg,2450000,64.5,3.0,3.0
456,Heidenstams gata 13,2014-01-23,Backa,Göteborg,735000,60.0,2.0,1.0
457,Linnégatan 41,2014-01-23,Linné,Göteborg,3135000,79.0,3.0,8.0
458,Rullharvsgatan 2A,2014-01-23,Bifrost,Mölndal,1570000,66.0,2.0,
459,Kavaljersgatan 27,2014-01-23,Backa,Göteborg,850000,74.5,3.0,
460,Hjalmar Brantingsgatan 21B,2014-01-23,Lundby,Göteborg,1000000,36.0,1.0,
461,Persgatan 14B,2014-01-23,Lunden,Göteborg,2025000,54.0,2.0,2.0
462,Mölndalsvägen 59B,2014-01-23,Johanneberg,Göteborg,2760000,95.0,3.5,3.0
463,Doktor Forselius gata 22,2014-01-23,Guldheden,Göteborg,2465000,81.5,4.0,1.0
464,Fjärde Långgatan 23,2014-01-23,Linnéstaden,Göteborg,2700000,74.5,3.0,
465,Sagogången 27,2014-01-23,Hisings Backa,Göteborg,680000,45.5,2.0,2.0
466,Nordhemsgatan 54A,2014-01-23,Linnéstaden,Göteborg,2735000,55.0,2.0,4.0
467,Björcksgatan 46A,2014-01-23,Kålltorp,Göteborg,4540000,125.0,5.0,3.0
468,Persgatan 4B,2014-01-23,Örgryte,Göteborg,1360000,37.0,1.0,
469,Ståthållaregatan 7C,2014-01-22,Kungsladugård,Göteborg,2220000,57.0,2.0,3.0
470,Prinsgatan 4C,2014-01-22,Linnéstaden,Göteborg,3010000,58.0,2.0,4.0
471,Sävenäsgatan 1B,2014-01-22,Bagaregården,Göteborg,1425000,48.5,2.0,2.0
472,Kusttorget 1,2014-01-22,Majorna,Göteborg,2760000,85.0,3.0,2.0
473,Nordostpassagen 35,2014-01-22,Linné,Göteborg,1500000,29.0,1.0,3.0
474,Båtsman Grås gata 27,2014-01-22,Hisings Backa,Göteborg,1680000,99.5,4.0,
475,Arvesgärde 18,2014-01-22,Tuve-Säva,Göteborg,830000,40.5,1.5,
476,Kalendervägen 51,2014-01-22,Kortedala,Göteborg,880000,53.5,2.0,
477,Engelbrektsgatan 33,2014-01-22,Lorensberg,Göteborg,4425000,94.0,2.0,3.0
478,Övre Husargatan 35,2014-01-22,Linné,Göteborg,2150000,56.5,1.5,2.0
479,Sofiagatan 64L,2014-01-22,Strömmensberg,Göteborg,3100000,88.5,3.0,3.0
480,Doktor Forselius gata 28,2014-01-22,Centrum,Göteborg,2850000,81.5,4.0,7.0
481,Arvesgärde 25,2014-01-22,Tuve-Säva,Göteborg,1210000,65.5,2.0,
482,Uggledalsvägen 69,2014-01-22,Billdal,Göteborg,2625000,82.0,3.0,
483,Timmerslätt 41C,2014-01-22,Furulund,Partille,1525000,71.0,2.0,
484,Utåkravägen 14,2014-01-22,Sävedalen,Partille,1410000,56.0,2.0,1.0
485,Kjellmansgatan 3,2014-01-22,Masthugget,Göteborg,2895000,73.0,3.0,2.0
486,Ålandsgatan 3,2014-01-22,Nedre Johanneberg,Göteborg,2315000,51.0,2.0,3.0
487,Utåkersgatan 12B,2014-01-22,Östra Centrum,Göteborg,1680000,54.0,2.0,
488,Färgaregatan 11,2014-01-22,Centrum,Göteborg,1450000,26.5,1.0,2.0
489,Lemansgatan 10,2014-01-22,Centrum,Göteborg,1435000,29.0,1.0,
490,Nordostpassagen 14,2014-01-22,Linnéstaden,Göteborg,2625000,83.0,3.0,
491,Steken 2C,2014-01-22,Lärjedalen,Göteborg,720000,34.5,1.0,
492,Kyrkåsgatan 13A,2014-01-22,Östra Centrum,Göteborg,1780000,49.0,2.0,
493,Kapplandsgatan 60B,2014-01-22,Högsbo,Göteborg,1200000,38.0,1.5,0.0
494,Kabelgatan 13D,2014-01-22,Majorna,Göteborg,1400000,49.0,2.0,2.0
495,Gröna gatan 35,2014-01-22,Majorna,Göteborg,1675000,48.0,2.0,
496,Miraallén 33,2014-01-22,Sannegårdshamnen,Göteborg,4910000,119.0,4.0,5.0
497,Rubingatan 12,2014-01-21,Tynnered,Göteborg,1235000,60.0,2.0,2.0
498,Sveagatan 3,2014-01-21,Linné,Göteborg,2700000,64.0,2.0,1.0
499,Adler Salvius gata 1,2014-01-21,Prippska Tomten,Göteborg,3600000,104.0,4.0,
500,Nordenskiöldsgatan 23,2014-01-21,Innerstaden,Göteborg,3225000,76.5,3.0,
501,Sörgårdsgatan 18,2014-01-21,Krokslätt,Mölndal,1610000,58.0,2.0,2.0
502,Gröna gatan 47,2014-01-21,Västra Centrum,Göteborg,3475000,106.5,4.0,
503,Wingårdsgatan 9A,2014-01-21,Östra Centrum,Göteborg,1350000,34.0,1.0,
504,Seminariegatan 14,2014-01-21,Centrum,Göteborg,1675000,45.0,1.0,
505,Bohusgatan 10,2014-01-21,Centrum,Göteborg,2970000,77.5,3.0,2.0
506,Sankt Pauli Trappor 4B,2014-01-20,Lunden,Göteborg,3300000,110.0,3.0,1.0
507,Brunkebergsgatan 3G,2014-01-20,Lunden,Göteborg,1700000,71.0,3.0,1.0
508,Stafettgatan 4A,2014-01-20,Örgryte,Göteborg,1770000,55.0,2.0,2.0
509,Brunkebergsgatan 3F,2014-01-20,Örgryte,Göteborg,1870000,55.0,2.0,3.0
510,Fiolgatan 2,2014-01-20,Frölunda,Göteborg,1600000,70.5,3.0,
511,Gibraltargatan 110,2014-01-20,Centrum,Göteborg,1480000,45.0,1.0,
512,Växthusvägen 39,2014-01-20,Tuve-Säva,Göteborg,2600000,120.0,5.0,
513,Ranängsgatan 6,2014-01-20,Stampen,Göteborg,1800000,61.0,2.0,3.0
514,Scholandersgatan 1C,2014-01-20,Slätta Damm,Göteborg,1710000,70.0,3.0,1.0
515,Timmerslätt 44A,2014-01-20,Furulund,Partille,2010000,97.5,4.0,
516,Stekastigen 4,2014-01-20,Lärjedalen,Göteborg,600000,60.5,2.0,
517,Fredriksdalsgatan 5A,2014-01-20,Fredriksdal,Göteborg,1450000,52.0,2.0,1.0
518,Gärdegatan 2D,2014-01-20,Krokslätt,Mölndal,2100000,58.5,2.0,
519,Falkenbergsgatan 13D,2014-01-20,Centrum,Göteborg,1700000,67.5,3.0,
520,Rullharvsgatan 6E,2014-01-19,Bifrost,Mölndal,1365000,66.0,2.0,
521,Fagottgatan 6,2014-01-19,Ruddalen,Göteborg,1040000,31.5,1.0,1.0
522,Värslevägen 47,2014-01-19,Askim,Göteborg,1805000,89.0,4.0,2.0
523,Basungatan 17,2014-01-18,Ruddalen,Göteborg,1780000,70.0,3.0,2.0
524,Karlagatan 10B,2014-01-18,Örgryte,Göteborg,1930000,62.0,2.0,3.0
525,Rullharvsgatan 3B,2014-01-18,Bifrost,Mölndal,1630000,71.0,3.0,2.0
526,Sagolandsvägen 4,2014-01-18,Eriksberg,Göteborg,1870000,64.0,2.0,1.0
527,Doktor Forselius gata 20,2014-01-18,Guldheden,Göteborg,1350000,30.0,1.0,
528,Västgötagatan 1,2014-01-17,Lorensberg,Göteborg,2990000,77.0,2.0,2.0
529,Heidenstams gata 5,2014-01-17,Hisings Backa,Göteborg,805000,60.0,2.0,5.0
530,Ingenjörsgatan 3B,2014-01-17,Kungshöjd,Göteborg,2230000,42.0,1.5,2.0
531,Eklandagatan 41C,2014-01-17,Johanneberg,Göteborg,2575000,74.5,2.5,2.0
532,Vidblicksgatan 9,2014-01-17,Nedre Johanneberg,Göteborg,2400000,61.0,2.0,1.0
533,Olof Rudbecksgatan 21,2014-01-17,Johanneberg,Göteborg,2250000,51.5,2.0,4.0
534,Kungälvsgatan 1,2014-01-17,Bagaregården,Göteborg,1615000,34.0,1.0,3.0
535,Flöjtgatan 23,2014-01-17,Ruddalen,Göteborg,1425000,55.0,2.0,3.0
536,Antenngatan 32,2014-01-17,Frölunda,Göteborg,1530000,64.0,3.0,
537,Guldringen 14,2014-01-17,Tynnered,Göteborg,1710000,81.0,3.0,
538,Brunnehagen 34,2014-01-17,Tuve-Säva,Göteborg,870000,40.0,1.5,
539,Haråsgatan 19,2014-01-17,Majorna,Göteborg,2350000,74.0,3.0,4.0
540,Föreningsgatan 18A,2014-01-17,Innerstaden,Göteborg,1925000,42.0,1.5,
541,Lenvädersgatan 1,2014-01-17,Biskopsgården,Göteborg,610000,38.0,1.0,
542,Volrat Thamsgatan 7D,2014-01-17,Johanneberg,Göteborg,1400000,30.0,1.0,5.0
543,Gröna gatan 49,2014-01-17,Västra Centrum,Göteborg,1740000,60.0,2.0,
544,Kommendörsgatan 25H,2014-01-17,Majorna,Göteborg,3225000,81.0,3.0,1.0
545,Rullharvsgatan 6C,2014-01-17,Bifrost,Mölndal,1495000,71.0,3.0,
546,Eklanda Skog 55,2014-01-17,Eklanda,Mölndal,1730000,65.0,2.0,2.0
547,Lilla Munkebäcksgatan 7C,2014-01-17,Östra Centrum,Göteborg,1320000,34.0,1.0,
548,Rambergsvägen 25C,2014-01-17,Hisingen,Göteborg,1260000,38.0,2.0,3.0
549,Karlagatan 10B,2014-01-17,Östra Centrum,Göteborg,1550000,37.0,1.0,2.0
550,Tage Madsens väg 11,2014-01-17,Göteborg,Partille,1600000,51.0,2.0,
551,Plockerotegatan 121,2014-01-17,Hisings Backa,Göteborg,1125000,59.0,2.0,
552,Lindholmsallén 51,2014-01-17,Lindholmen,Göteborg,1610000,43.0,2.0,
553,Gröna Annas gata 3,2014-01-17,Hisingen,Göteborg,1660000,68.0,2.0,
554,Orkestergatan 13,2014-01-17,Frölunda,Göteborg,1300000,30.5,1.0,
555,Engdahlsgatan 4A,2014-01-17,Innerstaden,Göteborg,1850000,45.5,2.0,
556,Blandsädesgatan 4A,2014-01-17,Bifrost,Mölndal,1050000,46.0,1.0,1.0
557,Krondammsvägen 41,2014-01-17,Göteborg,Partille,710000,36.0,1.0,
558,Stampgatan 54B,2014-01-17,Centrum,Göteborg,2160000,59.5,2.0,
559,Södra vägen 6B,2014-01-17,Centrum,Göteborg,2850000,63.0,2.0,
560,Norra Liden 11,2014-01-17,Inom Vallgraven,Göteborg,4900000,117.0,5.0,
561,Erik Dahlbergsgatan 26B,2014-01-17,Centrum,Göteborg,2595000,56.0,2.0,
562,Lilla Kornettgatan 15,2014-01-17,Frölunda,Göteborg,2555000,82.0,3.0,
563,Godhemsgatan 23A,2014-01-16,Majorna,Göteborg,2000000,64.0,2.0,3.0
564,Såggatan 50B,2014-01-16,Majorna,Göteborg,2500000,60.0,2.0,2.0
565,Marklandsgatan 61,2014-01-16,Högsbo,Göteborg,1570000,54.0,2.0,3.0
566,Ostgatan 18,2014-01-16,Kallebäck,Göteborg,1450000,70.0,3.0,3.0
567,Kompassgatan 13D,2014-01-16,Masthugget,Göteborg,1750000,40.0,2.0,1.0
568,Träringen 68,2014-01-16,Björkekärr,Göteborg,1680000,67.5,3.0,1.0
569,Brunnehagen 43,2014-01-16,Tuve,Göteborg,1120000,62.0,2.0,3.0
570,Erik Dahlbergsgatan 12,2014-01-16,Vasastaden,Göteborg,3150000,67.0,2.0,3.0
571,Bromeliusgatan 14F,2014-01-16,Östra Centrum,Göteborg,1520000,50.0,2.0,
572,Fiolgatan 10,2014-01-16,Frölunda,Göteborg,1650000,69.5,3.0,
573,Prilyckegatan 93,2014-01-16,Kärra-Rödbo,Göteborg,1090000,75.5,3.0,2.0
574,Tunnlandsgatan 20,2014-01-16,Frölunda,Göteborg,1190000,39.0,1.0,
575,Vildapelsgatan 1A,2014-01-16,Innerstaden,Göteborg,2075000,58.0,2.0,
576,Västergatan 22,2014-01-16,Centrum,Göteborg,2670000,72.0,3.0,
577,Lillekärr Södra 190,2014-01-16,Kärra-Rödbo,Göteborg,1770000,87.5,4.0,
578,Västra Gunnesgärde 37,2014-01-16,Tuve,Göteborg,870000,40.0,1.0,3.0
579,Daniel Petterssons gata 4A,2014-01-16,Norra Guldheden,Göteborg,2030000,57.0,2.0,1.0
580,Kallebäcksvägen 13A,2014-01-16,Östra Centrum,Göteborg,1300000,74.0,3.0,
581,Olivedalsgatan 18,2014-01-16,Linnéstaden,Göteborg,2635000,50.0,2.0,1.0
